provide,defense,know,plan,opportunity,welfare,terms,pacific,favorable,recommendation,deemed,science,truly,american,world,laws,federal,treaty,treasury,report,secretary,amount,nation,subject,relations,give,condition,countries,thus,duties,question,revenue,territory,army,economy,several,having,tax,commercial,help,americans,program,care,cost,case,health,annual,budget,appropriations,history,sum,results,minister,million,education,receipts,growth,needs,man,today,bring,social,gold,ask,members,billion,held,keep,operation,want,tonight,payment,portion,programs,operations,serious,march,authorized,problems,reform,silver,believed,extended,notes,income,similar,jobs,lives,except,mail,back,hoped,claim,authorities,articles,live,expenditure,get,propose,interior,pending,issued,enough,cut,reports,circulation,promptly,application,workers,deficit,instead,strengthen,adoption,practicable,improve,december,rendered,commissioner,columbia,imposed,areas,proved,young,occurred,felt,medical,approval,housing,job,postmastergeneral,regarded,fight,goal,removal,savings,territorial,suggestions,basic,consent,research,promise,resulted,instructions,section,lower,specie,choice,decisions,urged,transmitted,around,level,indemnity,ratified,minimum,herewith,existed,chance,notwithstanding,speaker,effected,demanded,expand,coin,adjusted,sovereign,quarters,really,reforms,deem,labors,deficiency,poor,calculated,manifest,choose,brazil,levels,mankind,gone,perform,grave,balanced,redemption,certificates,amicable,commitment,dont,poverty,route,compelled,constitute,manifested,emperor,meantime,absolute,ideals,withdrawn,helped,speed,proceeds,doubted,amendments,exceeding,sinking,expanding,cooperative,recommending,advisable,mountains,ratifications,steamers,ill,amended,presidents,turned,remainder,disturbances,pledged,twenty,intend,taxpayers,disturbance,subsequently,aware,supporting,hospital,spend,commanders,naturalized,resumption,stay,extradition,legation,strive,solve,heard,civilservice,IC
0.00026969,0,0.00013484,0.00080906,0.00053937,0.00067422,0.00040453,0.00040453,0.00053937,0.00053937,0.00040453,0.00013484,0,0.0035059,0.00040453,0.0035059,0.00053937,0.0016181,0.00094391,0.0022923,0.0020227,0.00094391,0.00026969,0.0012136,0.0014833,0.00026969,0.0016181,0.0010787,0.0012136,0.00067422,0.00053937,0.00053937,0.00053937,0.00067422,0.00013484,0.00067422,0.0012136,0.00013484,0.0010787,0,0,0,0.00053937,0.0010787,0.00053937,0.00026969,0.00013484,0,0.00053937,0.00040453,0.0010787,0.00067422,0.00026969,0.00013484,0.00026969,0.00053937,0.00040453,0.00067422,0.00026969,0,0,0,0,0.00013484,0,0,0.00040453,0,0.0010787,0,0,0.00053937,0.00013484,0,0.00053937,0.00053937,0.00080906,0.00026969,0,0.00026969,0.00067422,0.00040453,0.00026969,0.00013484,0.00013484,0.00013484,0,0.00026969,0,0.00053937,0,0.00067422,0.00067422,0.00026969,0,0.00013484,0.00026969,0,0,0.00013484,0.00026969,0,0,0.00013484,0.00026969,0.00026969,0.00026969,0.00013484,0,0,0.00013484,0,0.00040453,0,0.00026969,0.00053937,0,0,0.00040453,0.00013484,0.00053937,0.00013484,0,0.00013484,0.00013484,0,0.00094391,0,0,0.00067422,0.00013484,0,0,0.00040453,0,0.00013484,0.00026969,0,0.00013484,0,0,0.00026969,0.00013484,0.00026969,0,0,0,0,0.00040453,0.00026969,0,0,0,0,0,0,0.00013484,0,0.00067422,0,0,0.00026969,0,0.00013484,0.00013484,0,0.00026969,0,0,0,0.00013484,0,0.00013484,0.00040453,0,0,0.00013484,0,0,0,0,0.00013484,0,0.00013484,0.00026969,0.00013484,0,0,0.00040453,0,0,0,0.00013484,0.00026969,0,0.00013484,0,0,0,0,0,0,0.00026969,0,0,0,0.00026969,0,0.00013484,0,0.00013484,0,0,0,0,0,0.00013484,0,0,0,0,0,0,0.00013484,0.00013484,0,0,0,0,0,0,0,0.00013484,0.00026969,0.00013484,0,0.00013484,0,1.8
0.00053064,0.00026532,0.00013266,0.00066331,0.00026532,0,0.00092863,0,0.00039798,0.00013266,0.00026532,0,0,0.0027859,0.00026532,0.0021226,0.00053064,0.0010613,0.0017246,0.0019899,0.0017246,0.0010613,0.00066331,0.0015919,0.0017246,0.00079597,0.00079597,0.00079597,0.00066331,0.00053064,0.00039798,0.00066331,0.00092863,0.00053064,0.00013266,0.00079597,0.0018573,0.00053064,0.001194,0.00013266,0.00013266,0,0.00039798,0,0.00053064,0.00026532,0.00066331,0,0.00066331,0,0.00013266,0.0010613,0.00092863,0,0.0010613,0.00039798,0.00013266,0.00039798,0.00026532,0,0.00026532,0.00039798,0.00079597,0.00013266,0.00039798,0,0.0013266,0,0.00039798,0,0,0.00026532,0.00026532,0,0.00026532,0.00079597,0.0014593,0.00066331,0,0.00039798,0.0027859,0.00053064,0.00079597,0.00066331,0,0.00013266,0,0.00013266,0.00039798,0.00053064,0.00026532,0.00026532,0.00026532,0.00026532,0.00013266,0,0.00039798,0.00013266,0,0.00026532,0.00079597,0.00013266,0,0,0.00013266,0.0017246,0.00053064,0,0,0,0.00013266,0,0.00066331,0.00013266,0.00013266,0,0.00039798,0,0.00039798,0.00013266,0,0,0.00013266,0.00026532,0,0,0.00039798,0,0,0.00039798,0.00013266,0,0,0.00039798,0,0.00026532,0.0010613,0,0.00026532,0,0.00013266,0.00013266,0,0.00066331,0.00013266,0,0,0,0.00026532,0.00013266,0.00013266,0,0,0,0.00026532,0.00026532,0.00013266,0,0.00013266,0,0.00013266,0,0,0.00039798,0.00026532,0,0.00013266,0,0,0.00013266,0.00013266,0,0,0,0.00053064,0,0.00039798,0,0,0,0,0.00026532,0,0,0.00053064,0.00013266,0,0,0,0,0.00026532,0,0,0.00013266,0.00026532,0.00013266,0,0.00026532,0,0.00013266,0.00026532,0,0.00013266,0,0.00092863,0.00013266,0,0.00026532,0.00013266,0,0,0,0.00026532,0,0,0,0.00013266,0.00013266,0,0,0,0,0.00013266,0,0,0.00013266,0.00013266,0,0,0.00039798,0.00013266,0.00013266,0.00013266,0,0,0,0,0.00039798,1.5
0.00014725,0,0.00073627,0.00014725,0.00073627,0.00014725,0.00058901,0.00014725,0.00058901,0.00073627,0.00014725,0.00014725,0,0.0020616,0.00014725,0.0022088,0.00044176,0.0014725,0.0010308,0.0014725,0.0019143,0.00088352,0.00044176,0.0029451,0.0019143,0.0013253,0.00044176,0.0013253,0.00014725,0.00088352,0.00058901,0.0013253,0.00029451,0.00029451,0.00044176,0.0014725,0.0016198,0.00014725,0.001178,0,0,0,0.00073627,0.00088352,0.00073627,0,0.0014725,0,0.00088352,0.00044176,0.00058901,0.0013253,0.00058901,0,0,0.0014725,0.00014725,0.00029451,0,0,0.00029451,0,0.00014725,0,0.00029451,0,0.00058901,0.00014725,0.00058901,0,0,0.00044176,0,0,0.00044176,0.00014725,0.00073627,0.00044176,0,0.00014725,0.0014725,0.0010308,0.00029451,0.00029451,0.00014725,0,0,0.00014725,0.00029451,0.00073627,0,0.00073627,0.00044176,0.00029451,0.00073627,0.00044176,0.00014725,0.00014725,0,0.00044176,0.00029451,0.00029451,0,0,0.00058901,0.00073627,0.00058901,0.00029451,0,0,0,0,0.00058901,0.00044176,0,0.00029451,0.00029451,0,0.00014725,0.00014725,0.00044176,0,0.00014725,0.00014725,0.00029451,0,0.00058901,0,0,0.00058901,0.00014725,0,0,0.00014725,0.00014725,0,0.00058901,0,0.00029451,0,0,0.00044176,0,0.00029451,0.00014725,0,0.00029451,0,0.00014725,0.00014725,0,0,0.00014725,0.00014725,0.00014725,0,0.00014725,0,0.00014725,0,0.00029451,0.00014725,0,0.00014725,0.00014725,0,0,0.00014725,0.00014725,0,0.00014725,0.00014725,0,0.00014725,0.00029451,0.00014725,0.00029451,0,0,0.00014725,0,0.00014725,0,0.00014725,0.00044176,0,0,0,0,0,0.00014725,0.00014725,0.00029451,0,0.00014725,0.00014725,0,0.00014725,0,0,0,0.00014725,0,0,0.00014725,0,0,0,0.00014725,0,0,0.00044176,0.00014725,0.00014725,0,0.00014725,0,0.00029451,0,0.00014725,0,0,0,0,0,0,0.00014725,0,0,0,0,0,0.00029451,0.00014725,0,0,0.00014725,0,2.25
0.00031483,0.00020989,0.00041977,0.00020989,0.00010494,0,0.00031483,0.00031483,0.00052471,0.00052471,0.00010494,0,0,0.0014692,0.00062966,0.001784,0.00031483,0.00094449,0.0015741,0.0015741,0.0022038,0.0007346,0.00020989,0.0023087,0.00094449,0.0014692,0.0011544,0.00041977,0.00062966,0.00020989,0.0012593,0.00052471,0.00041977,0.00041977,0.00010494,0.0010494,0.00041977,0.00041977,0.00052471,0.00020989,0,0,0.00010494,0.00062966,0.00041977,0,0.0007346,0,0.00041977,0.00083954,0.00010494,0.0015741,0.00083954,0,0.00031483,0.00052471,0.00020989,0.00020989,0.00031483,0,0.00083954,0,0.0013643,0,0.00041977,0,0,0.00010494,0,0,0,0.00062966,0,0,0.00010494,0.00041977,0.00094449,0.00031483,0,0.00052471,0.0029384,0.00041977,0.0007346,0.00041977,0,0,0,0.0007346,0.00010494,0.00083954,0.00031483,0.00052471,0.00041977,0,0.00020989,0,0.00010494,0.00010494,0.00020989,0.00062966,0.00052471,0.00062966,0.00020989,0,0.0007346,0.00041977,0.00041977,0.00010494,0,0,0,0,0.00031483,0.00020989,0.00010494,0.00062966,0.00020989,0.00083954,0.00041977,0,0.00010494,0,0.00010494,0.00020989,0.00031483,0.00010494,0.00041977,0,0,0.00052471,0.00041977,0,0.00010494,0.00052471,0,0.00020989,0.00020989,0,0.00010494,0,0.00010494,0.00052471,0.00020989,0.00031483,0.00020989,0,0.001889,0,0.00010494,0.00010494,0,0,0.00010494,0.00010494,0,0.00010494,0.00010494,0,0.00020989,0,0,0,0,0.00020989,0,0,0,0.00010494,0.00010494,0.00010494,0,0.00031483,0,0.00010494,0,0.00031483,0.00041977,0,0,0,0.00010494,0.00031483,0,0.00052471,0.00020989,0.00010494,0,0,0,0,0.00010494,0.00020989,0,0,0.00020989,0.00010494,0,0.00010494,0,0.00010494,0.00010494,0.00010494,0,0,0,0,0,0,0,0,0.00020989,0.00010494,0,0,0,0.00020989,0,0.00010494,0.00010494,0.00010494,0,0,0.00010494,0,0,0,0,0,0,0,0,0,0,0.00010494,0,0,0,0,1.7
0,0.00050736,0,0,0.00025368,0,0.00012684,0.0016489,0.00050736,0.00088787,0,0.00012684,0,0.0049467,0.00076104,0.0006342,0.00050736,0.0006342,0.0015221,0.0021563,0.0034247,0.0015221,0.00012684,0.0017757,0.0015221,0.0010147,0.00038052,0.0015221,0.00038052,0.0012684,0.0011416,0.0019026,0.0006342,0.00012684,0,0.00076104,0.00076104,0,0.0013952,0,0,0,0.0006342,0.00025368,0.00076104,0,0.0019026,0,0.0006342,0.00076104,0.00076104,0.00088787,0.00025368,0,0,0.00088787,0.00012684,0.00012684,0.00025368,0,0.00038052,0,0.00038052,0.00012684,0.00012684,0,0.00038052,0.00050736,0.00038052,0.00012684,0,0.00038052,0,0,0,0.00050736,0.0012684,0.00025368,0.00012684,0,0.00050736,0.00050736,0.0010147,0.00025368,0,0.00025368,0,0,0.00012684,0.0010147,0,0.00012684,0.0006342,0.00012684,0.00038052,0.00025368,0.00025368,0,0,0.0006342,0.0006342,0.00050736,0,0,0.00025368,0.00012684,0.00038052,0.00012684,0,0.00012684,0,0,0.00012684,0,0,0.00012684,0,0.0011416,0.00050736,0.00025368,0.00012684,0,0,0.00012684,0.00088787,0.00012684,0,0,0,0.00050736,0.00012684,0,0,0,0.00038052,0,0.00050736,0,0,0,0.00012684,0.00038052,0,0.00012684,0,0,0.00025368,0.00012684,0.00012684,0.00012684,0.00012684,0.00012684,0.00025368,0,0,0.00025368,0.00038052,0,0.00012684,0,0.00012684,0.00012684,0,0.00012684,0,0,0,0,0,0.00012684,0,0.00038052,0,0,0,0,0.00012684,0,0,0.00012684,0,0.00012684,0,0.00025368,0,0,0,0,0,0.00012684,0,0,0,0,0,0.00012684,0,0.00012684,0,0,0,0.00012684,0,0.00025368,0.00012684,0,0.00012684,0,0,0,0,0.00025368,0,0,0,0,0,0.00012684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
0.00056354,0.00028177,0,0.00042265,0.00014088,0.00014088,0.00042265,0.0015497,0.00014088,0.00042265,0.00014088,0,0,0.0022542,0.00098619,0.0014088,0.00014088,0.00098619,0.0011271,0.00098619,0.0015497,0.00056354,0.0014088,0.0011271,0.00098619,0.00084531,0.0011271,0.00084531,0.00098619,0.00028177,0.0014088,0.00042265,0.002395,0.00028177,0,0.00056354,0.0011271,0.00014088,0.0011271,0.00014088,0,0,0.00042265,0.00056354,0.00014088,0,0,0.00028177,0.00014088,0.00014088,0.0011271,0.00014088,0.00056354,0,0.00028177,0.00056354,0,0.00056354,0.00014088,0,0.00042265,0,0.0043674,0,0.00014088,0,0.00042265,0.00084531,0.00028177,0,0,0,0.00056354,0,0.00042265,0.00028177,0.00070442,0.00084531,0.00014088,0.00028177,0.00056354,0.00028177,0.00028177,0.001268,0,0.00014088,0,0,0.00042265,0,0.00014088,0.00042265,0.00070442,0.00056354,0.00014088,0,0,0.00042265,0.00014088,0.00042265,0.00056354,0.00028177,0.00014088,0.00014088,0.00056354,0.00014088,0,0.00028177,0,0.00042265,0,0.00014088,0,0.00014088,0,0.00070442,0.00014088,0.00070442,0,0.00028177,0.00014088,0,0,0,0.00028177,0.00042265,0.00056354,0,0,0,0.00028177,0,0,0.00028177,0,0.00014088,0.00042265,0,0.00042265,0.00014088,0,0.00014088,0.00028177,0.00042265,0,0,0,0,0.00014088,0,0,0,0,0.00042265,0.00028177,0,0.00028177,0.00014088,0,0,0.00042265,0,0,0.00014088,0,0.00028177,0.00014088,0,0.00084531,0,0.00014088,0,0,0,0.00028177,0,0,0,0,0.00014088,0.00014088,0.00014088,0,0.00084531,0.00014088,0,0,0,0,0.00014088,0,0.00014088,0.00014088,0,0,0,0,0,0,0,0.00028177,0,0.00028177,0.00014088,0,0,0,0.00014088,0,0,0,0,0,0,0,0,0,0,0.00028177,0,0,0,0.00056354,0.00014088,0,0,0.00028177,0,0.00014088,0,0.00028177,0,0,0,0,0.00014088,0.00014088,0,1.4
0.00062899,0.00026957,0,0.00035942,8.99E-05,0,0.00098841,0.0013478,0.00026957,0.0008087,0,0.00026957,8.99E-05,0.0023362,0.00026957,0.00026957,0.00053913,0.0011681,0.0015275,0.001258,0.0017971,0.0008087,0.00089855,0.00098841,0.0016174,0.00089855,0.00071884,0.001887,0.0013478,8.99E-05,0.00098841,0.00062899,0.00089855,0.0017073,0,0.0014377,0.0017073,8.99E-05,0.0013478,8.99E-05,8.99E-05,0,0.00026957,0.00062899,0.00089855,8.99E-05,0.00053913,0,8.99E-05,0.00017971,0.0011681,0.00044928,0.00098841,0.00017971,0.00026957,0.00053913,0.00017971,0.00044928,0.00017971,0,0.00044928,0,0.0013478,0,0.00044928,0,0.0008087,0,0.00035942,0,0,0.00035942,0.00035942,0,0.00062899,0.00044928,0.0008087,0.00062899,0.00017971,8.99E-05,0.00035942,0.00026957,0.00035942,0.00035942,0,0.00017971,0,0.00017971,0.00035942,0.00035942,8.99E-05,0.00017971,0.0014377,0.00035942,0.00053913,8.99E-05,0.00017971,0,0,0.00044928,0.00062899,0.00035942,0.00017971,8.99E-05,0.00071884,0.00017971,0.00035942,0.00044928,0,0,0,8.99E-05,0.00017971,0.00071884,0,0.00089855,0.00026957,8.99E-05,0.00017971,0.00026957,0,0.00026957,8.99E-05,0.00044928,0.00035942,0,0.00044928,0,0,0.00017971,8.99E-05,8.99E-05,0,0.00017971,0,8.99E-05,0.00017971,0,8.99E-05,0,0,8.99E-05,8.99E-05,0.00044928,0,0,0,0.00017971,0,8.99E-05,8.99E-05,0,0.00035942,8.99E-05,8.99E-05,0,0.00017971,8.99E-05,0.00035942,8.99E-05,0.00017971,0.00017971,0,0.00017971,0.00062899,0.00035942,8.99E-05,0,0,0.00017971,0.00035942,8.99E-05,0,0,8.99E-05,0,0.00017971,0,0,0,0,8.99E-05,0,0.00017971,0.00017971,8.99E-05,0,0,0,0.00053913,8.99E-05,0,0,0,8.99E-05,0.00017971,0,0.00017971,0,0.00035942,0,0,0,8.99E-05,8.99E-05,8.99E-05,0,0.00017971,8.99E-05,0,0.00017971,0,0,0,0.00017971,8.99E-05,8.99E-05,0,0,8.99E-05,0,0,0.00035942,0.00026957,0,0,0,0,0.00035942,8.99E-05,8.99E-05,0,0.00035942,0,0,0,0,0,1.3333
0.0011463,7.64E-05,0,0.00038209,0.00038209,0.00053492,0.00068776,0.0011463,0.00030567,0.00030567,0.00045851,7.64E-05,0,0.004203,0.00030567,0.0014519,0.0016048,0.0025218,0.0010698,0.00091701,0.0011463,0.00091701,0.00068776,0.0019104,0.0015284,0.00084059,0.00038209,0.00084059,0.00099343,0.00099343,0.00061134,0.00030567,0.0015284,0.0016048,0.00015284,0.00099343,0.0011463,0.00015284,0.0010698,0,0.00015284,0,0.00038209,0.00030567,0.00045851,0.00030567,0.00076418,0,0.00022925,0.00061134,0.00053492,0.00076418,0.00091701,0,0.00038209,0.00053492,0.00022925,0.00045851,0,0,0.00038209,0.00022925,0.0010698,7.64E-05,0.00045851,7.64E-05,0.00084059,0,0.00061134,0,0,0.00053492,0.00015284,0,0.00045851,0.00015284,0.0010698,0.00053492,7.64E-05,0.00015284,7.64E-05,0.00022925,0.00030567,7.64E-05,0.00038209,0.00030567,0,7.64E-05,0.00076418,0.00022925,7.64E-05,0.00038209,0.00076418,0.0010698,0.00015284,0,0,0,0,0.00061134,0.00038209,0.00030567,0.00015284,0,0.00015284,7.64E-05,0.00022925,0.00022925,0,0.00030567,0.00022925,7.64E-05,0.00022925,0.00045851,7.64E-05,0.0012991,0.00038209,0.00030567,0.00015284,0.00022925,0.00015284,0.00030567,7.64E-05,0.00030567,7.64E-05,0,0.00038209,0,0,0.00030567,0.00022925,0,0,7.64E-05,0,0.00022925,0.00030567,0,0.00038209,0,0,7.64E-05,0.00022925,0.00045851,7.64E-05,0,0.00038209,0,0.00022925,0.00015284,0,0,0.00022925,0.00022925,0,0.00015284,7.64E-05,0,0,7.64E-05,0.00030567,0.00015284,0,7.64E-05,7.64E-05,0.00022925,7.64E-05,0,7.64E-05,7.64E-05,0.00015284,7.64E-05,7.64E-05,0,0,0,7.64E-05,0,0,0,0,0.00022925,0,0,7.64E-05,0,0,0,0,0.00030567,7.64E-05,0.00015284,0.00015284,7.64E-05,0.00015284,7.64E-05,0,0,7.64E-05,0,0.00015284,7.64E-05,0.00030567,7.64E-05,7.64E-05,0,0,0,7.64E-05,7.64E-05,0.00022925,0,7.64E-05,7.64E-05,0,0,0.00015284,0.00015284,0,0.00022925,0,0,0.00015284,0,0,0,0,0,0,0.00022925,0,0,0.00030567,7.64E-05,0,0,0,0.00015284,1.625
0.0007575,0.00056813,0,0.00028406,0.00066282,9.47E-05,0.00047344,0.00028406,0.00056813,0.00056813,0,9.47E-05,0,0.0034088,0.0007575,0.0007575,0.00066282,0.0017991,0.00085219,0.0016097,0.0019884,0.0007575,0.00085219,0.0017991,0.0011363,0.00085219,0.00066282,0.00066282,0.00066282,0.00056813,0.00085219,0.00018938,0.0011363,0.0007575,0.00028406,0.0011363,0.00056813,9.47E-05,0.0013256,9.47E-05,0.00018938,0,0.00037875,0.00018938,0.00047344,9.47E-05,0.0010416,0,0.00047344,0.00037875,0.00066282,0.00094688,0.00094688,0.00028406,0.00047344,0.0007575,0.00056813,0.00028406,0,0.00018938,0.00018938,9.47E-05,0.00085219,9.47E-05,0.0007575,0,0.0017044,0.00028406,0.00028406,9.47E-05,0,0.00047344,9.47E-05,0,0.00047344,0.00018938,0.0010416,0.00037875,0.00018938,0,0.00018938,0.00028406,0.00028406,0.00018938,9.47E-05,0.00018938,0,9.47E-05,0.00047344,0,9.47E-05,0.00028406,0.00047344,0.0010416,0.00028406,0,0.00018938,0,0,0.00066282,0.00056813,0.00047344,9.47E-05,9.47E-05,0.00066282,9.47E-05,0.00018938,0.00028406,0,0,9.47E-05,0.00037875,0.00028406,0.0007575,9.47E-05,0.00047344,0.00037875,0,0.00028406,0.00028406,0,0.00037875,0,0.00028406,0.00056813,0,0.00085219,0,0,9.47E-05,9.47E-05,0,9.47E-05,0,9.47E-05,0.00018938,0,0,9.47E-05,9.47E-05,0.00018938,0.00056813,0.00028406,0.00047344,0,0,9.47E-05,0,0,0.00018938,0.00018938,0,0.00037875,0.00037875,9.47E-05,0,9.47E-05,0,0.00018938,0,0.00018938,0.00018938,0,0.00047344,9.47E-05,0.00018938,0.00047344,0,9.47E-05,0.00028406,0.00056813,0,0,0,0,0,0.00018938,0,0,0,0.00018938,0.00028406,0,0.00018938,9.47E-05,0.00018938,0,0,0,9.47E-05,9.47E-05,0,0,0.00018938,0.00028406,0.00018938,0,0.00028406,9.47E-05,0,0,0,0.00018938,9.47E-05,0.00028406,0.00028406,0,9.47E-05,0,9.47E-05,9.47E-05,9.47E-05,0,9.47E-05,0,9.47E-05,0,0.00018938,0,0,0,0,9.47E-05,9.47E-05,0,0,0,0,0.00018938,9.47E-05,0,0,0.00037875,0.0010416,0,0,0,0.00018938,1.125
0.00085616,8.56E-05,8.56E-05,0,0.0005137,0.001113,0.00042808,0.00025685,0.00017123,0,0,0.00017123,0,0.0035103,0.002226,0.0017123,0.00025685,0.00034247,8.56E-05,0.00042808,0.00059932,0.00017123,0.0028253,0.00059932,0.00059932,0.0012842,0.00068493,0.0005137,0.00042808,0.001113,0.00025685,0.00025685,0.00034247,0.0017123,0.00025685,0.00068493,0.00034247,0,0.0017123,0.0005137,8.56E-05,0,0.00042808,0.0005137,0.00094178,0.00017123,0.00017123,0,0.00017123,0.0005137,0.00025685,0.00034247,0,8.56E-05,0.00042808,8.56E-05,0.0005137,0.00085616,0.002911,0.00025685,0.00059932,0.0013699,0.00017123,0.00068493,0.00017123,0,0.00042808,0.00042808,0.00042808,8.56E-05,0,0,0.0005137,0,0.00017123,0.00025685,8.56E-05,8.56E-05,0.00034247,0,8.56E-05,8.56E-05,0.00017123,0,8.56E-05,0.00025685,0,0,8.56E-05,0.00042808,8.56E-05,0,0.00017123,8.56E-05,0.00017123,0.00017123,0.00017123,0.00025685,0,8.56E-05,0,0.00025685,0.00042808,0,0,0,0.00017123,0.00042808,0,0.00017123,0.00017123,8.56E-05,0,0.00025685,8.56E-05,0.00017123,0.00017123,0,0.00017123,8.56E-05,0.00017123,0.00025685,0,8.56E-05,0.00017123,0,0,0,8.56E-05,0,0,0.00042808,0,0,0,8.56E-05,0,0,0,8.56E-05,0,8.56E-05,8.56E-05,0,0.00025685,0,0,8.56E-05,0,0,0,0.00017123,0,8.56E-05,0.00017123,0,0,0.00025685,0,0,0,8.56E-05,0,8.56E-05,0,0,0,0.00034247,0.00034247,0,0,0,8.56E-05,0,0,0,0,0,0.00042808,0.0005137,0.00017123,0.00017123,0,0,0,0,0,0,0,0,8.56E-05,8.56E-05,0,8.56E-05,0,0,8.56E-05,8.56E-05,0,0.00025685,0,0,0,0,0,8.56E-05,8.56E-05,0,0,8.56E-05,0,0.00017123,0,8.56E-05,0.00042808,0.00025685,0,0,0,0,0.00025685,0,0,0,0,0,0,0,0,0,0,0.00017123,0,0,8.56E-05,0,0,0,2
0.0010086,0.0001681,0.0001681,0.00033619,0.0001681,0.0010086,0.0001681,0.00033619,0.00033619,0,0.0001681,0,0,0.00084048,0.0020171,0.0015129,0,0.0001681,0,0.00033619,0.0010086,0.0010086,0.0021852,0.0020171,0.00084048,0.00050429,0.00050429,0.00033619,0.00084048,0.00050429,0.00067238,0,0.0010086,0.0011767,0,0.00050429,0.00033619,0,0.0010086,0.00033619,0,0,0.00033619,0.00050429,0.0011767,0,0.00033619,0,0.00033619,0.0010086,0,0.00084048,0,0,0.0001681,0.00050429,0.00067238,0.0010086,0.001681,0,0.00033619,0.00050429,0.0001681,0.0001681,0.0001681,0,0.00033619,0.0011767,0.00033619,0.0001681,0,0,0,0,0.0001681,0.00050429,0,0,0.00033619,0,0,0,0.0001681,0,0,0.00033619,0,0.00067238,0,0,0.0001681,0.00084048,0.0001681,0.00033619,0,0.00050429,0,0.00067238,0,0,0.00067238,0,0.00033619,0.00067238,0.00033619,0.00033619,0.0001681,0.00050429,0,0,0,0,0.0001681,0.00050429,0.0001681,0.0001681,0.0001681,0,0.00050429,0.0001681,0.0001681,0.00033619,0.00050429,0.0001681,0.0001681,0,0,0,0,0,0,0,0,0,0.0001681,0,0,0,0.0001681,0,0.0001681,0.0001681,0,0,0,0,0,0,0,0,0.0001681,0,0,0.0001681,0.00033619,0.0001681,0,0.00050429,0,0,0,0.0001681,0,0,0,0,0,0,0,0,0,0,0.00067238,0,0,0,0,0,0.00033619,0.00050429,0,0,0,0,0,0,0,0,0,0.0001681,0,0.0001681,0.0001681,0,0.0001681,0.0001681,0.0001681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050429,0,0,0.00033619,0,0,0,0,0,0,0,0,0,0.0001681,0,0,0,0,0,0,0,0,0.0001681,0.00050429,0,0,2.375
0.00011525,0,0.00023049,0.00011525,0.00011525,0.00023049,0.00046099,0.00034574,0.00011525,0.00011525,0,0,0,0.0011525,0.0016135,0.0021897,0.00057624,0.0051861,0.00011525,0.0012677,0.0011525,0.00023049,0.0016135,0.00092198,0.00080673,0.00034574,0.001383,0.00080673,0.00046099,0.00034574,0.001844,0.00046099,0.001844,0.00057624,0.00046099,0.00057624,0.00057624,0,0.0011525,0.00011525,0.00034574,0,0.00023049,0.00034574,0.00080673,0,0.00069148,0,0.00034574,0.00046099,0.00046099,0.00034574,0.00023049,0.00034574,0.00011525,0.0010372,0.00023049,0.00092198,0.0016135,0,0.00046099,0.00011525,0,0.00023049,0.00069148,0,0.00023049,0.00023049,0.00057624,0,0,0.00034574,0.00023049,0,0,0.00057624,0.0011525,0.00034574,0.00011525,0.00011525,0,0.00023049,0.00046099,0,0.00023049,0.00046099,0,0,0.00023049,0.00057624,0.00011525,0,0.00011525,0,0.00011525,0,0.00011525,0.00011525,0,0.00023049,0,0,0,0,0.00034574,0,0.00023049,0,0,0,0.00011525,0,0.00011525,0.00034574,0,0.00069148,0.00046099,0.00011525,0.00069148,0,0,0.00011525,0.00011525,0.00023049,0,0,0.00011525,0,0,0.00011525,0.00011525,0,0,0.00011525,0,0,0.00011525,0,0.00011525,0,0,0.00034574,0,0,0,0,0.00011525,0,0,0,0.00011525,0,0,0.00023049,0,0.00011525,0.00011525,0.00023049,0,0,0,0.00057624,0,0,0,0.00046099,0,0.00023049,0.00011525,0.00011525,0,0,0,0,0.00011525,0.00023049,0,0,0.00011525,0.00023049,0,0,0,0,0.00057624,0.00023049,0,0,0,0.0010372,0,0,0,0,0,0.00011525,0,0,0,0.00023049,0.00023049,0,0,0,0,0,0,0,0,0.00011525,0.00023049,0.00023049,0.00011525,0.00023049,0.00011525,0.00011525,0,0.00080673,0,0,0,0,0.00046099,0,0,0,0,0.00011525,0,0.00011525,0,0.00011525,0.00023049,0,0,0,0,0.00057624,1.25
